                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                               "r26.4.1"                               "gfortran"                                 "13.1.0"                  "aarch64-macos-23.10.1"                                 "CRMATH"                               "20260702"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                       log_power_nuc_burn                           power_nuc_burn                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                     Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                      45                                      698                  1.8281309940044158E-001                 -1.5160251739045081E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400000E-001                  3.8546771650848653E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  3.8546771650848653E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256838235773506E+000                  1.1866323295433525E-005                 -4.9256838235773497E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9256838235773506E+000                  1.1866323295433525E-005                 -4.9256838236873728E+000                 -1.4521987594599191E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6482131692288706E+000                  7.9976159084041570E-002                  2.6621490194877678E-001                  3.9056378234055793E+000                  0.0000000000000000E+000                  1.4891917369113550E+001                  1.4483791523921113E-001                  6.6225825856573790E+000                  6.2123283088068815E-001                  8.5000496627254163E-001                  1.2966429887659314E+000                  6.9999999999999929E-001                  2.7997020236474879E-001                  3.4468833607861245E-003                  9.3805276451495393E-003                  3.4468833607861275E-003                  9.3805276451495393E-003                  7.0000000000000007E-001                  2.7997020236474884E-001                                        0                                        2 
                                      50                                      698                  4.5497190750010669E-001                 -1.1201189436663841E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400000E-001                  3.9178231860076386E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  3.9178231860076386E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256836413019798E+000                  1.1866328275784461E-005                 -4.9256836413019798E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9256836413019798E+000                  1.1866328275784461E-005                 -4.9256836414120020E+000                 -1.4521986928676430E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6482131739014672E+000                  7.9976157760936126E-002                  2.6621489194203085E-001                  3.9056378434190715E+000                  0.0000000000000000E+000                  1.4891917457072537E+001                  1.4483798094623412E-001                  6.6225826078556906E+000                  6.2123283086816350E-001                  8.5000496627254141E-001                  1.2966429887659334E+000                  6.9999999999999829E-001                  2.7997020236474884E-001                  3.4468833607861236E-003                  9.3805276451495410E-003                  3.4468833607861275E-003                  9.3805276451495393E-003                  6.9999999999999973E-001                  2.7997020236474884E-001                                        0                                        2 
                                      55                                      698                  1.1321901128706655E+000                 -7.2421271342826010E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1372165927215938E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1372165927215938E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256831805310934E+000                  1.1866340865540325E-005                 -4.9256831805310934E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9256831805310934E+000                  1.1866340865540325E-005                 -4.9256831806411157E+000                 -1.4521985452462385E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6482131749301097E+000                  7.9976072085852321E-002                  2.6621484704720405E-001                  3.9056379332087250E+000                  0.0000000000000000E+000                  1.4891917650347063E+001                  1.4483812907270796E-001                  6.6225826529425937E+000                  6.2123283084320546E-001                  8.5000496627254041E-001                  1.2966429887659359E+000                  6.9999999999999540E-001                  2.7997020236474879E-001                  3.4468833607861223E-003                  9.3805276451495393E-003                  3.4468833607861266E-003                  9.3805276451495393E-003                  6.9999999999999929E-001                  2.7997020236474884E-001                                        0                                        2 
                                      60                                      698                  2.8173257176583335E+000                 -3.2830648319013606E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1554103475191811E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1554103475191811E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256820346787107E+000                  1.1866372174003709E-005                 -4.9256820346787107E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9256820346787107E+000                  1.1866372174003709E-005                 -4.9256820347887347E+000                 -1.4521981820929692E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6482131650335696E+000                  7.9975792601020682E-002                  2.6621472709786792E-001                  3.9056381731073970E+000                  0.0000000000000000E+000                  1.4891918125909454E+001                  1.4483849443542096E-001                  6.6225827630052896E+000                  6.2123283078240343E-001                  8.5000496627253797E-001                  1.2966429887659434E+000                  6.9999999999998841E-001                  2.7997020236474879E-001                  3.4468833607861219E-003                  9.3805276451495393E-003                  3.4468833607861266E-003                  9.3805276451495393E-003                  6.9999999999999907E-001                  2.7997020236474884E-001                                        0                                        2 
                                      65                                      698                  7.0104823457635828E+000                  6.7599747047987935E-002                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1521708580141897E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1521708580141897E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256791839557659E+000                  1.1866450065507896E-005                 -4.9256791839557659E+000                 -9.8999999999999986E+001                 -2.0470039705150718E+001                 -4.9256791839557659E+000                  1.1866450065507896E-005                 -4.9256791840657907E+000                 -1.4521972783890345E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6482131410925338E+000                  7.9975099796860086E-002                  2.6621442857785849E-001                  3.9056387701474162E+000                  0.0000000000000000E+000                  1.4891919309563866E+001                  1.4483940375659773E-001                  6.6225830369968000E+000                  6.2123283063103463E-001                  8.5000496627253253E-001                  1.2966429887659632E+000                  6.9999999999997109E-001                  2.7997020236474879E-001                  3.4468833607861219E-003                  9.3805276451495393E-003                  3.4468833607861266E-003                  9.3805276451495393E-003                  6.9999999999999807E-001                  2.7997020236474884E-001                                        0                                        2 
                                      70                                      698                  1.7444397846610435E+001                  4.6350597728611193E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1519994303937623E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1519994303937623E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256720904939311E+000                  1.1866643885373408E-005                 -4.9256720904939320E+000                 -9.8999999999999986E+001                 -2.0293948446095037E+001                 -4.9256720904939311E+000                  1.1866643885373408E-005                 -4.9256720906039604E+000                 -1.4521950296966171E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6482130784782001E+000                  7.9973363766366226E-002                  2.6621368579127952E-001                  3.9056402557205741E+000                  0.0000000000000000E+000                  1.4891922254883042E+001                  1.4484166644290020E-001                  6.6225837187793122E+000                  6.2123283025437837E-001                  8.5000496627251798E-001                  1.2966429887660116E+000                  6.9999999999992801E-001                  2.7997020236474879E-001                  3.4468833607861219E-003                  9.3805276451495393E-003                  3.4468833607861266E-003                  9.3805276451495393E-003                  6.9999999999999440E-001                  2.7997020236474884E-001                                        0                                        2 
                                      75                                      698                  4.3407318465677669E+001                  8.5941220752423608E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1517595681111977E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1517595681111977E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256544399002955E+000                  1.1867126179241119E-005                 -4.9256544399002955E+000                 -9.8999999999999986E+001                 -2.0072099696478681E+001                 -4.9256544399002955E+000                  1.1867126179241119E-005                 -4.9256544400103337E+000                 -1.4521894343157918E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6482129252737794E+000                  7.9969054377414958E-002                  2.6621183750564559E-001                  3.9056439522918418E+000                  0.0000000000000000E+000                  1.4891929583717417E+001                  1.4484729668855539E-001                  6.6225854152521348E+000                  6.2123282931714929E-001                  8.5000496627248201E-001                  1.2966429887661319E+000                  6.9999999999982043E-001                  2.7997020236474873E-001                  3.4468833607861193E-003                  9.3805276451495393E-003                  3.4468833607861266E-003                  9.3805276451495393E-003                  6.9999999999998552E-001                  2.7997020236474884E-001                                        0                                        2 
                                      80                                      698                  1.0801137310051504E+002                  1.2553184377623601E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1511697280164774E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1511697280164774E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256105209214303E+000                  1.1868326329000791E-005                 -4.9256105209214303E+000                 -9.8999999999999986E+001                 -2.0771069700814699E+001                 -4.9256105209214303E+000                  1.1868326329000791E-005                 -4.9256105210314933E+000                 -1.4521755117670114E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6482125436877086E+000                  7.9958330043532810E-002                  2.6620723851084654E-001                  3.9056531502814398E+000                  0.0000000000000000E+000                  1.4891947819796432E+001                  1.4486130626935412E-001                  6.6225896364859356E+000                  6.2123282698510462E-001                  8.5000496627239308E-001                  1.2966429887664324E+000                  6.9999999999955298E-001                  2.7997020236474879E-001                  3.4468833607861184E-003                  9.3805276451495393E-003                  3.4468833607861266E-003                  9.3805276451495393E-003                  6.9999999999996398E-001                  2.7997020236474884E-001                                        0                                        2 
                                      85                                      698                  2.6876693432947360E+002                  1.6512246680004841E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1497211092848860E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1497211092848860E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9255012448346323E+000                  1.1871312983195640E-005                 -4.9255012448346323E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9255012448346323E+000                  1.1871312983195640E-005                 -4.9255012449447548E+000                 -1.4521408714304862E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6482115938123205E+000                  7.9931644614923469E-002                  2.6619579554731737E-001                  3.9056760362084981E+000                  0.0000000000000000E+000                  1.4891993194460468E+001                  1.4489616489144025E-001                  6.6226001394320928E+000                  6.2123282118273837E-001                  8.5000496627217081E-001                  1.2966429887671787E+000                  6.9999999999888662E-001                  2.7997020236474873E-001                  3.4468833607861171E-003                  9.3805276451495393E-003                  3.4468833607861266E-003                  9.3805276451495393E-003                  6.9999999999990992E-001                  2.7997020236474884E-001                                        0                                        2 
                                      90                                      698                  6.6877821244671566E+002                  2.0471308982386081E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1462280351167627E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1462280351167627E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9252293828698104E+000                  1.1878746577122012E-005                 -4.9252293828698104E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9252293828698104E+000                  1.1878746577122012E-005                 -4.9252293829800822E+000                 -1.4520546963455857E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6482092299683178E+000                  7.9865251699718490E-002                  2.6616732677772070E-001                  3.9057329737476918E+000                  0.0000000000000000E+000                  1.4892106085400698E+001                  1.4498289375900489E-001                  6.6226262689415876E+000                  6.2123280674774628E-001                  8.5000496627161815E-001                  1.2966429887690372E+000                  6.9999999999722895E-001                  2.7997020236474879E-001                  3.4468833607861171E-003                  9.3805276451495393E-003                  3.4468833607861266E-003                  9.3805276451495393E-003                  6.9999999999977547E-001                  2.7997020236474884E-001                                        0                                        2 
                                      95                                      698                  1.6641342760114112E+003                  2.4430371284767323E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1381721661813864E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1381721661813864E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9245532237449590E+000                  1.1897255167438684E-005                 -4.9245532237449590E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9245532237449590E+000                  1.1897255167438684E-005                 -4.9245532238556038E+000                 -1.4518403956218457E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6482033512510905E+000                  7.9700119528513538E-002                  2.6609651812657242E-001                  3.9058745910499884E+000                  0.0000000000000000E+000                  1.4892386896371004E+001                  1.4519863748074865E-001                  6.6226912553081787E+000                  6.2123277084845530E-001                  8.5000496627024158E-001                  1.2966429887736666E+000                  6.9999999999309870E-001                  2.7997020236474879E-001                  3.4468833607861167E-003                  9.3805276451495393E-003                  3.4468833607861266E-003                  9.3805276451495393E-003                  6.9999999999944018E-001                  2.7997020236474884E-001                                        0                                        2 
                                     100                                      698                  4.1408986761007136E+003                  2.8389433587148560E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1214003179505590E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1214003179505590E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9228726941520859E+000                  1.1943381525419431E-005                 -4.9228726941520859E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9228726941520859E+000                  1.1943381525419431E-005                 -4.9228726942636634E+000                 -1.4513079473461740E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6481887357564386E+000                  7.9289647014427769E-002                  2.6592051285883378E-001                  3.9062266015854656E+000                  0.0000000000000000E+000                  1.4893085034439830E+001                  1.4573506932977756E-001                  6.6228527611805887E+000                  6.2123268164170375E-001                  8.5000496626680644E-001                  1.2966429887852178E+000                  6.9999999998279328E-001                  2.7997020236474879E-001                  3.4468833607861154E-003                  9.3805276451495393E-003                  3.4468833607861266E-003                  9.3805276451495393E-003                  6.9999999999860296E-001                  2.7997020236474884E-001                                        0                                        2 
                                     105                                      698                  1.0303881068130926E+004                  3.2348495889529802E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.0936168297568958E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.0936168297568958E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9187030438313215E+000                  1.2058601857613147E-005                 -4.9187030438313215E+000                 -9.8999999999999986E+001                 -2.0771069700814699E+001                 -4.9187030438313215E+000                  1.2058601857613147E-005                 -4.9187030439452437E+000                 -1.4499879178030618E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6481524408692878E+000                  7.8270869588892886E-002                  2.6548371392036779E-001                  3.9071001994623975E+000                  0.0000000000000000E+000                  1.4894818415927913E+001                  1.4706733876873004E-001                  6.6232533804603291E+000                  6.2123246043114377E-001                  8.5000496625819999E-001                  1.2966429888141564E+000                  6.9999999995697437E-001                  2.7997020236474873E-001                  3.4468833607861141E-003                  9.3805276451495393E-003                  3.4468833607861266E-003                  9.3805276451495393E-003                  6.9999999999650664E-001                  2.7997020236474884E-001                                        0                                        2 
                                     110                                      698                  2.5639353413867542E+004                  3.6307558191911045E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.0712512498249934E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.0712512498249934E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9084005768187380E+000                  1.2348079678173926E-005                 -4.9084005768187389E+000                 -9.8999999999999986E+001                 -2.0470039705150718E+001                 -4.9084005768187380E+000                  1.2348079678173926E-005                 -4.9084005769386492E+000                 -1.4467325692156566E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6480625461288669E+000                  7.5751562018844143E-002                  2.6440384961618529E-001                  3.9092599280707625E+000                  0.0000000000000000E+000                  1.4899107849809447E+001                  1.5036659101574057E-001                  6.6242423722531747E+000                  6.2123191475756445E-001                  8.5000496623641997E-001                  1.2966429888873938E+000                  6.9999999989163386E-001                  2.7997020236474868E-001                  3.4468833607861119E-003                  9.3805276451495341E-003                  3.4468833607861266E-003                  9.3805276451495393E-003                  6.9999999999119189E-001                  2.7997020236474884E-001                                        0                                        3 
                                     115                                      698                  6.3798915961210878E+004                  4.0266620494292287E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1543958173503398E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.1543958173503398E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8831996686862658E+000                  1.3085801595318180E-005                 -4.8831996686862658E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.8831996686862658E+000                  1.3085801595318180E-005                 -4.8831996688220771E+000                 -1.4388048423128128E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6478412047443518E+000                  6.9576220001104971E-002                  2.6175886137634635E-001                  3.9145499045504404E+000                  0.0000000000000000E+000                  1.4909634766123096E+001                  1.5847851200093610E-001                  6.6266546326012188E+000                  6.2123058620785698E-001                  8.5000496617992716E-001                  1.2966429890773548E+000                  6.9999999972215543E-001                  2.7997020236474873E-001                  3.4468833607861106E-003                  9.3805276451495393E-003                  3.4468833607861266E-003                  9.3805276451495393E-003                  6.9999999997736384E-001                  2.7997020236474884E-001                                        0                                        3 
                                     120                                      698                  1.5875211863901626E+005                  4.4225682796673524E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.6491789152060370E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999976400000E-001                  4.6491789152060370E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8230073596815366E+000                  1.5031164936216808E-005                 -4.8230073596815366E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.8230073596815366E+000                  1.5031164936216808E-005                 -4.8230073598635972E+000                 -1.4200575126236853E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6473034904599269E+000                  5.4751329195930565E-002                  2.5542184454260786E-001                  3.9272239382179173E+000                  0.0000000000000000E+000                  1.4934959974541982E+001                  1.7808471685329633E-001                  6.6323681684578046E+000                  6.2122745112126732E-001                  8.5000496602457265E-001                  1.2966429895997438E+000                  6.9999999925609235E-001                  2.7997020236474868E-001                  3.4468833607861067E-003                  9.3805276451495341E-003                  3.4468833607861266E-003                  9.3805276451495393E-003                  6.9999999993902462E-001                  2.7997020236474884E-001                                        0                                        3 
                                     125                                      698                  3.9502607192625280E+005                  4.8184745099054762E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999982650001E-001                  6.4517080620113604E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999982650001E-001                  6.4517080620113604E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.6867763710471948E+000                  2.0569494974221562E-005                 -4.6867763710471948E+000                 -9.8999999999999986E+001                 -2.0470039705150718E+001                 -4.6867763710471948E+000                  2.0569494974221562E-005                 -4.6867763713934538E+000                 -1.3785159766425306E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6460398310468682E+000                  2.0818416563114648E-002                  2.4098270705231825E-001                  3.9561022131984966E+000                  0.0000000000000000E+000                  1.4993236662047979E+001                  2.2372169404996770E-001                  6.6450015649493333E+000                  6.2122054874941002E-001                  8.5000496553802951E-001                  1.2966429912357771E+000                  6.9999999779646338E-001                  2.7997020236474873E-001                  3.4468833607860946E-003                  9.3805276451495393E-003                  3.4468833607861266E-003                  9.3805276451495393E-003                  6.9999999981643135E-001                  2.7997020236474884E-001                                        0                                        3 
